Type,value,sd,file,treatment
Pi,0.003699,0.002251,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
NnzSnp,2770.141846,1685.734497,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
SigmaSq,3.7e-05,5.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
S,0.000629,0.520316,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
ResVar,0.016915,0.004952,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
GenVar,0.00991,0.004955,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
hsq,0.368102,0.177871,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001001.parRes,LN
Pi,0.003118,0.002021,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
NnzSnp,2334.502441,1513.106201,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
SigmaSq,1.3e-05,2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
S,-0.359183,0.644067,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
ResVar,0.010706,0.00324,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
GenVar,0.005576,0.003211,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
hsq,0.34124,0.191474,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001011.parRes,LN
Pi,0.001246,0.00125,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
NnzSnp,932.143616,935.753723,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
SigmaSq,5e-06,6e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
S,0.304179,0.858689,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
ResVar,0.009716,0.001433,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
GenVar,0.000644,0.001071,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
hsq,0.062075,0.102138,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001057.parRes,LN
Pi,0.001756,0.00174,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
NnzSnp,1314.395142,1302.868042,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
SigmaSq,4e-06,6e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
S,-0.167128,0.869857,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
ResVar,0.009551,0.002485,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
GenVar,0.001641,0.002306,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
hsq,0.14645,0.204136,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001063.parRes,LN
Pi,0.001305,0.001294,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
NnzSnp,976.835571,969.485901,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
S,-0.155227,1.058054,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
ResVar,0.000131,3.6e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
GenVar,2.2e-05,3.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
hsq,0.145988,0.218276,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001073.parRes,LN
Pi,0.002046,0.001849,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
NnzSnp,1531.975708,1384.757935,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
SigmaSq,1e-05,1.8e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
S,-0.229821,0.761255,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
ResVar,0.014799,0.003921,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
GenVar,0.00353,0.003684,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
hsq,0.192258,0.198003,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001085.parRes,LN
Pi,9.6e-05,9.6e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
NnzSnp,71.2024,71.639877,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
S,-2.320408,0.346052,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
ResVar,3.6e-05,2.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
GenVar,0.000195,2.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
hsq,0.842785,0.093151,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001167.parRes,LN
Pi,0.001645,0.001511,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
NnzSnp,1231.30835,1131.477051,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
S,-0.097186,0.911302,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
ResVar,0.002868,0.000623,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
GenVar,0.000372,0.000555,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
hsq,0.114778,0.169503,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001169.parRes,LN
Pi,0.001743,0.001621,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
NnzSnp,1304.726807,1214.141724,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
SigmaSq,1e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
S,0.056308,0.901637,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
ResVar,0.002693,0.000559,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
GenVar,0.000314,0.00049,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
hsq,0.104568,0.161858,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001183.parRes,LN
Pi,0.002694,0.00221,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
NnzSnp,2017.435791,1655.650146,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
SigmaSq,3e-06,6e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
S,-0.030977,0.727293,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
ResVar,0.003801,0.000842,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
GenVar,0.000779,0.000762,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
hsq,0.169868,0.163448,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001204.parRes,LN
Pi,0.00177,0.001745,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
NnzSnp,1324.746216,1306.434937,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
SigmaSq,1e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
S,-0.097275,0.936231,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
ResVar,0.006025,0.001509,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
GenVar,0.000836,0.001398,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
hsq,0.121494,0.201703,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001207.parRes,LN
Pi,0.001651,0.001531,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
NnzSnp,1236.292725,1146.267212,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
SigmaSq,0,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
S,0.098358,0.838085,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
ResVar,0.000687,0.00012,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
GenVar,6e-05,9.9e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
hsq,0.080091,0.131607,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001232.parRes,LN
Pi,0.002721,0.002002,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
NnzSnp,2037.322388,1498.458496,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
SigmaSq,1e-05,1.9e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
S,-0.347048,0.694762,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
ResVar,0.009026,0.003379,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
GenVar,0.00437,0.003325,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
hsq,0.32536,0.243707,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001234.parRes,LN
Pi,0.001596,0.001535,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
NnzSnp,1194.325439,1149.220337,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
S,-0.142615,0.894405,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
ResVar,0.000597,0.000113,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
GenVar,5.3e-05,9.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
hsq,0.081622,0.146188,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001244.parRes,LN
Pi,0.003672,0.002363,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
NnzSnp,2750.105225,1769.746216,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
SigmaSq,2.5e-05,3.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
S,0.042268,0.603283,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
ResVar,0.008062,0.002658,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
GenVar,0.006075,0.002712,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
hsq,0.428202,0.184217,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001255.parRes,LN
Pi,0.001742,0.001723,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
NnzSnp,1304.142456,1290.755005,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
SigmaSq,1.9e-05,3.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
S,-0.047375,0.851197,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
ResVar,0.060339,0.013509,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
GenVar,0.007605,0.012114,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
hsq,0.111917,0.176922,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001292.parRes,LN
Pi,0.002738,0.002074,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
NnzSnp,2049.914062,1552.901489,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
SigmaSq,1e-05,1.7e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
S,-0.615787,0.635986,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
ResVar,0.010241,0.004035,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
GenVar,0.006575,0.004012,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
hsq,0.390074,0.233288,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001294.parRes,LN
Pi,0.003509,0.002127,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
NnzSnp,2627.892578,1593.204102,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
SigmaSq,2e-06,3e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
S,0.008503,0.543297,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
ResVar,0.000466,0.000182,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
GenVar,0.000581,0.000193,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
hsq,0.552764,0.174108,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001303.parRes,LN
Pi,0.001467,0.00154,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
NnzSnp,1098.36853,1153.07605,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
SigmaSq,2e-06,2e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
S,0.243917,0.784288,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
ResVar,0.006342,0.00076,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
GenVar,0.000268,0.000418,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
hsq,0.040501,0.062567,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001312.parRes,LN
Pi,0.003271,0.002234,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
NnzSnp,2449.360352,1673.451416,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
SigmaSq,6e-06,1.2e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
S,-0.432932,0.710592,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
ResVar,0.002104,0.001158,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
GenVar,0.00254,0.001174,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
hsq,0.545758,0.246354,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001319.parRes,LN
Pi,0.001978,0.001765,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
NnzSnp,1480.504028,1321.630005,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
SigmaSq,2.7e-05,6.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
S,-0.680171,0.811955,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
ResVar,0.01838,0.008358,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
GenVar,0.012449,0.008309,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
hsq,0.402931,0.265019,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001323.parRes,LN
Pi,0.00139,0.001442,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
NnzSnp,1040.592407,1080.502319,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
S,0.209323,0.906787,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
ResVar,6.1e-05,7e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
GenVar,2e-06,4e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
hsq,0.02678,0.058772,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001347.parRes,LN
Pi,0.001198,0.00124,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
NnzSnp,896.667908,928.595215,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
S,0.109668,0.827085,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
ResVar,0.000298,3.5e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
GenVar,1e-05,1.8e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
hsq,0.031743,0.05842,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001370.parRes,LN
Pi,0.002179,0.001865,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
NnzSnp,1631.815308,1397.101807,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
SigmaSq,4e-06,8e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
S,-0.715563,0.733798,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
ResVar,0.003105,0.001663,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
GenVar,0.002722,0.001666,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
hsq,0.465986,0.281068,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001416.parRes,LN
Pi,0.001699,0.001815,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
NnzSnp,1271.849609,1359.361938,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
S,0.160269,0.757697,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
ResVar,0.00282,0.000334,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
GenVar,0.000106,0.000178,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
hsq,0.036349,0.060561,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001444.parRes,LN
Pi,0.001531,0.001618,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
NnzSnp,1146.40271,1211.748169,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
SigmaSq,0,0,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
S,-0.027605,0.859298,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
ResVar,0.000358,5.4e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
GenVar,2.2e-05,4.1e-05,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
hsq,0.058992,0.105902,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001446.parRes,LN
Pi,0.001517,0.001467,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001461.parRes,LN
NnzSnp,1135.198242,1098.401123,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001461.parRes,LN
SigmaSq,1e-06,1e-06,/common/jyanglab/gxu6/project/2-Coopration/Mike_micro/GCTB_micro/LN/Results_LN/asv_001461.parRes,LN
